url,keyword,geo
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=RU&q=Netflix&hl=en,Netflix,RU
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=RW&q=Netflix&hl=en,Netflix,RW
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=BL&q=Netflix&hl=en,Netflix,BL
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SH&q=Netflix&hl=en,Netflix,SH
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=KN&q=Netflix&hl=en,Netflix,KN
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=LC&q=Netflix&hl=en,Netflix,LC
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=MF&q=Netflix&hl=en,Netflix,MF
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=PM&q=Netflix&hl=en,Netflix,PM
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=VC&q=Netflix&hl=en,Netflix,VC
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=WS&q=Netflix&hl=en,Netflix,WS
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SM&q=Netflix&hl=en,Netflix,SM
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=ST&q=Netflix&hl=en,Netflix,ST
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SA&q=Netflix&hl=en,Netflix,SA
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SN&q=Netflix&hl=en,Netflix,SN
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=RS&q=Netflix&hl=en,Netflix,RS
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SC&q=Netflix&hl=en,Netflix,SC
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SL&q=Netflix&hl=en,Netflix,SL
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SG&q=Netflix&hl=en,Netflix,SG
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SX&q=Netflix&hl=en,Netflix,SX
https://trends.google.com/trends/explore?date=2017-01-01%202020-01-01&geo=SK&q=Netflix&hl=en,Netflix,SK
